3.2732,0.1935
3.0060,0.5177
3.0462,0.4491
2.7827,0.5335
2.4933,0.6028
2.5772,0.5396
2.2930,0.6396
2.0205,0.6738
2.1627,0.6214
1.8924,0.6902
1.6774,0.7199
1.8421,0.6969
1.5971,0.7137
1.4747,0.7252
1.6609,0.6868
1.4066,0.7337
1.3481,0.7447
1.5008,0.6654
1.2668,0.7492
1.1685,0.7411
1.3426,0.7044
1.1524,0.7612
1.1047,0.7358
1.2985,0.7006
1.0719,0.7763
1.1061,0.7376
1.2541,0.7082
1.0135,0.7825
0.9972,0.7571
1.1489,0.7208
0.9467,0.7865
0.9865,0.7429
1.1238,0.7283
0.9134,0.7878
0.9518,0.7465
1.0768,0.7384
0.8620,0.8025
0.8671,0.7713
1.0603,0.7308
0.8593,0.7887
0.8624,0.7819
1.0338,0.7182
0.8145,0.8043
0.8517,0.7730
0.9900,0.7409
0.7722,0.8171
0.8454,0.7784
0.9873,0.7346
0.7549,0.8096
0.7996,0.7819
0.9624,0.7371
0.7234,0.8260
0.8074,0.7837
0.9525,0.7409
0.7204,0.8171
0.8118,0.7730
0.9637,0.7333
0.7067,0.8278
0.7465,0.7819
0.9513,0.7497
0.6662,0.8340
0.7820,0.7855
0.9108,0.7522
0.6702,0.8296
0.7607,0.7890
0.9390,0.7333
0.6359,0.8375
0.7981,0.7713
0.9078,0.7371
0.6401,0.8411
0.7323,0.7908
0.9012,0.7434
0.6079,0.8455
0.7663,0.7908
0.9019,0.7409
0.6159,0.8411
0.7161,0.8174
0.8980,0.7459
0.5933,0.8540
0.7163,0.7872
0.8839,0.7371
0.5850,0.8540
0.7462,0.8050
0.8531,0.7472
0.5533,0.8597
0.6755,0.8085
0.9021,0.7371
0.5484,0.8611
0.7017,0.7996
0.8787,0.7434
0.5570,0.8566
0.6785,0.7979
0.8677,0.7560
0.5170,0.8642
0.6771,0.8121
0.8794,0.7447
0.5128,0.8722
0.6637,0.8156
0.8564,0.7421
0.5203,0.8673
0.7146,0.7926
0.8537,0.7421
0.4896,0.8704
0.6806,0.8085
0.8910,0.7447
0.4882,0.8713
0.6585,0.8280
0.8895,0.7409
0.4996,0.8753
0.6923,0.8067
0.8350,0.7522
0.4904,0.8704
0.6702,0.8156
0.8686,0.7472
0.4702,0.8775
0.6918,0.8085
0.8880,0.7346
0.4627,0.8806
0.7088,0.8085
0.8606,0.7434
0.4490,0.8775
0.7068,0.8103
0.8917,0.7459
0.4487,0.8824
0.6747,0.8032
0.8662,0.7497
0.4526,0.8762
0.6839,0.8085
0.8641,0.7484
0.4358,0.8824
0.6745,0.8085
0.8536,0.7535
0.4537,0.8855
0.6326,0.8262
0.8914,0.7447
0.4090,0.8939
0.6568,0.8298
0.8665,0.7472
0.3933,0.8970
0.6296,0.8209
0.8618,0.7447
0.4003,0.8988
0.6714,0.8014
0.8803,0.7346
0.3936,0.8975
0.6175,0.8316
0.8460,0.7447
0.4066,0.8957
0.5881,0.8457
0.8748,0.7346
0.3837,0.9028
0.6505,0.8333
0.8989,0.7308
0.3832,0.9010
0.6365,0.8227
0.9105,0.7371
0.3881,0.8988
0.6865,0.7943
0.8678,0.7472
0.3931,0.8913
0.6141,0.8298
0.8806,0.7358
0.3576,0.9103
0.6360,0.8227
0.8774,0.7308
0.3992,0.8961
0.6330,0.8209
0.8760,0.7396
0.3682,0.9046
0.6705,0.8085
0.8500,0.7472
0.3825,0.9015
0.6442,0.8227
0.8478,0.7459
0.3618,0.9081
0.5940,0.8280
0.8350,0.7472
0.3181,0.9188
0.6296,0.8245
0.8815,0.7384
0.3536,0.9117
0.6025,0.8387
0.9322,0.7170
0.3405,0.9166
0.6238,0.8227
0.8724,0.7371
0.3320,0.9152
0.6270,0.8085
0.8525,0.7421
0.3346,0.9081
0.6389,0.8262
0.8899,0.7308
0.3191,0.9112
0.5949,0.8333
0.9162,0.7270
0.3090,0.9197
0.6188,0.8298
0.8654,0.7447
0.3231,0.9197
0.6562,0.8191
0.8805,0.7371
0.3004,0.9237
0.6494,0.8156
0.8933,0.7409
0.3150,0.9201
0.6848,0.8085
0.8665,0.7447
0.2793,0.9308
0.6258,0.8262
0.8841,0.7447
0.3172,0.9130
0.6019,0.8245
0.9129,0.7321
0.2795,0.9334
0.6167,0.8298
0.8768,0.7333
0.2817,0.9290
0.6127,0.8351
0.9111,0.7321
0.3029,0.9214
0.5766,0.8316
0.8940,0.7333
0.2832,0.9272
0.6200,0.8440
0.8664,0.7459
0.2855,0.9277
0.5889,0.8298
0.9003,0.7283
0.2801,0.9299
0.6383,0.8262
0.8865,0.7421
0.2858,0.9254
0.6197,0.8191
0.9049,0.7346
0.2781,0.9325
0.6113,0.8262
0.8814,0.7384
0.2719,0.9299
0.6344,0.8227
0.9182,0.7321
0.2791,0.9294
0.6002,0.8369
0.9288,0.7358
0.2441,0.9370
0.6087,0.8316
0.9058,0.7321
0.2788,0.9290
0.6298,0.8209
0.9312,0.7245
0.2593,0.9316
0.5918,0.8422
0.8955,0.7396
0.2553,0.9392
0.5971,0.8245
0.9183,0.7384
0.2495,0.9414
0.5899,0.8422
0.9121,0.7396
0.2513,0.9348
0.6366,0.8333
0.9010,0.7358
0.2925,0.9219
0.6203,0.8351
0.9184,0.7283
0.2785,0.9259
0.6939,0.8174
0.8817,0.7497
0.2371,0.9423
0.6155,0.8298
0.8814,0.7346
0.2564,0.9365
0.6475,0.8280
0.8889,0.7421
0.2557,0.9352
0.6136,0.8280
0.9317,0.7296
0.2392,0.9387
0.6166,0.8298
0.9317,0.7208
0.2200,0.9445
0.6300,0.8333
0.9069,0.7258
0.2423,0.9348
0.5783,0.8316
0.9209,0.7170
0.2610,0.9352
0.6233,0.8245
0.9481,0.7208
0.2353,0.9401
0.6272,0.8333
0.9082,0.7371
0.2352,0.9356
0.5995,0.8369
0.9112,0.7346
0.2272,0.9419
0.6418,0.8298
0.9052,0.7358
0.2247,0.9436
0.6021,0.8369
0.9380,0.7296
