2.2652,0.4137
1.5183,0.6206
1.9955,0.4440
1.2769,0.6369
1.3008,0.6596
1.8551,0.4654
1.1397,0.6693
1.2895,0.6365
1.9154,0.4277
0.9843,0.7279
1.1914,0.6826
1.8491,0.4503
0.9434,0.7292
1.2718,0.6436
1.8544,0.4654
0.8778,0.7452
1.1410,0.6950
1.8479,0.4491
0.7566,0.7843
1.1152,0.6791
1.8313,0.4604
0.7690,0.7847
1.1227,0.6933
1.9044,0.4352
0.6908,0.7963
1.0967,0.6950
1.8555,0.4654
0.6957,0.7954
1.1514,0.6879
1.9500,0.4755
0.6734,0.8007
1.1606,0.6826
1.9003,0.4667
0.6049,0.8269
1.1004,0.7004
1.9375,0.4591
0.6004,0.8140
1.1068,0.7092
1.8733,0.4667
0.5737,0.8318
1.0300,0.7270
1.8819,0.4792
0.5505,0.8349
1.0518,0.7411
2.0603,0.4365
0.5224,0.8367
1.1458,0.7021
1.9994,0.4465
0.5212,0.8407
1.1512,0.7004
2.0795,0.4465
0.4935,0.8509
1.0335,0.7110
2.0407,0.4491
0.4838,0.8540
1.0455,0.7216
2.0197,0.4692
0.4861,0.8566
1.0846,0.7270
2.0937,0.4503
0.4768,0.8611
1.0976,0.7323
2.0703,0.4289
0.4529,0.8642
1.1090,0.7447
2.0475,0.4553
0.4353,0.8784
1.0362,0.7305
2.0787,0.4642
0.4964,0.8575
1.1030,0.6986
2.1222,0.4453
0.4345,0.8700
1.1434,0.7199
2.1475,0.4440
0.4392,0.8766
1.1332,0.7092
2.1758,0.4465
0.4031,0.8850
1.0904,0.7305
2.0434,0.4629
0.4390,0.8700
1.1365,0.7234
2.2047,0.4340
0.3932,0.8873
1.0944,0.7305
2.0290,0.4742
0.4305,0.8762
1.1291,0.7216
2.1519,0.4528
0.4324,0.8677
1.1100,0.7234
2.3549,0.4164
0.3656,0.8886
1.1594,0.7216
2.2977,0.4189
0.3875,0.8837
1.0999,0.7340
2.2997,0.4302
0.3802,0.8859
1.0757,0.7429
2.2470,0.4428
0.3992,0.8877
1.1302,0.7305
2.2028,0.4541
0.3870,0.8895
1.0983,0.7216
2.2808,0.4478
0.3768,0.8886
1.1441,0.7287
2.3412,0.4440
0.4097,0.8771
1.1104,0.7287
2.3549,0.4239
0.3535,0.8921
1.1041,0.7411
2.3256,0.4365
0.3619,0.8970
1.0881,0.7411
2.2888,0.4553
0.3534,0.8966
1.0835,0.7500
2.4495,0.4176
0.3438,0.8935
1.0793,0.7394
2.3020,0.4264
0.3402,0.9006
1.0525,0.7411
2.3760,0.4314
0.3707,0.8913
1.1087,0.7358
2.4003,0.4239
0.3394,0.9099
1.1393,0.7199
2.3437,0.4352
0.3396,0.8979
1.0647,0.7287
2.4964,0.4126
0.3354,0.8961
1.1236,0.7376
2.3839,0.4327
0.2896,0.9077
1.1357,0.7287
2.4923,0.4252
0.3242,0.9059
1.1096,0.7340
2.6080,0.4050
0.3007,0.9112
1.0829,0.7394
2.6560,0.4138
0.3333,0.8975
1.1053,0.7376
2.5935,0.4189
0.3064,0.9090
1.0714,0.7571
2.4796,0.4264
0.3005,0.9134
1.1085,0.7447
2.5514,0.4214
0.3090,0.9041
1.0902,0.7500
2.5790,0.4226
0.2808,0.9108
1.0572,0.7429
2.6805,0.3962
0.3205,0.9081
1.1403,0.7411
2.6336,0.4000
0.3126,0.9024
1.1168,0.7252
2.6563,0.4050
0.3039,0.9090
1.0902,0.7340
2.6439,0.4050
0.3126,0.9055
1.1590,0.7358
2.7020,0.4000
0.3246,0.9024
1.0774,0.7660
2.6414,0.4075
0.3079,0.9041
1.1757,0.7482
2.6280,0.4101
0.3021,0.9059
1.1250,0.7340
2.6994,0.3925
0.2879,0.9112
1.0838,0.7482
2.6781,0.3987
0.2782,0.9152
1.1881,0.7234
2.6515,0.4214
0.2971,0.9152
1.2090,0.7411
2.7004,0.4075
0.2806,0.9148
1.1555,0.7234
2.8225,0.4038
0.2910,0.9183
1.1248,0.7323
2.8390,0.3912
0.2867,0.9126
1.0937,0.7145
2.5856,0.4428
0.3358,0.9015
1.1255,0.7252
2.6648,0.4101
0.2909,0.9170
1.1017,0.7270
2.6369,0.4214
0.2952,0.9086
1.1231,0.7535
2.7536,0.4138
0.2701,0.9157
1.1362,0.7500
2.7490,0.3950
0.2575,0.9237
1.1554,0.7340
2.7949,0.4201
0.2760,0.9228
1.1804,0.7287
2.7649,0.4113
0.2678,0.9206
1.1820,0.7305
2.6941,0.4340
0.2478,0.9272
1.2205,0.7181
2.7896,0.4126
0.2783,0.9108
1.2133,0.7145
2.7649,0.4113
0.2876,0.9130
1.1122,0.7571
2.7938,0.4176
0.2752,0.9188
1.2035,0.7270
2.8582,0.4050
0.2610,0.9210
1.1790,0.7323
2.7834,0.4201
0.2393,0.9237
1.1560,0.7394
2.8629,0.4050
0.2773,0.9174
1.1348,0.7394
2.7500,0.4113
0.2525,0.9250
1.0540,0.7500
2.8046,0.4050
0.2660,0.9197
1.1677,0.7394
2.8986,0.3975
0.2468,0.9303
1.2305,0.7376
2.9296,0.3975
0.2416,0.9241
1.1517,0.7394
2.8520,0.4113
0.2586,0.9179
1.1553,0.7323
2.8111,0.4151
0.2626,0.9188
1.0899,0.7535
3.0016,0.4000
0.2524,0.9254
0.9978,0.7553
2.9819,0.3937
0.2526,0.9277
1.0366,0.7535
2.7904,0.4063
0.2735,0.9192
1.1281,0.7394
2.9280,0.4013
0.2539,0.9237
1.0542,0.7713
2.8836,0.4050
0.2654,0.9228
1.1691,0.7287
2.8907,0.4164
0.2522,0.9259
1.0879,0.7482
2.7921,0.4151
0.2552,0.9210
1.1398,0.7447
2.7747,0.4277
0.2438,0.9294
1.2035,0.7358
2.8208,0.3987
0.2461,0.9228
1.1565,0.7340
2.8535,0.4189
0.2356,0.9277
1.1823,0.7394
2.9355,0.4025
0.2565,0.9228
1.1454,0.7571
2.8633,0.4013
0.2449,0.9259
1.1514,0.7376
2.9813,0.4050
